ID,Data Fato,Bairro,Descricao Subclasse Natureza,Tentado Consumado,Descricao Meio Utilizado,Idade Aparente,Raca Cor,Escolaridade,Classificacao,Tipo,N de casos Total,N de casos Fatais,N de bairros Divisa
2955,16/12/2023,17,AMEACA,CONSUMADO,FALA,39.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,
2956,16/12/2023,122,FURTO,CONSUMADO,MEIO DESCONHECIDO,64.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,
2957,16/12/2023,29,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,59.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,
2958,16/12/2023,96,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,26.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
2959,16/12/2024,105,AMEACA,CONSUMADO,FALA,51.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
2960,16/12/2024,172,ESTUPRO DE VULNERAVEL,CONSUMADO,SEM USO DE VIOLENCIA OU GRAVE AMEACA,12.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
2961,16/12/2024,128,PERSEGUICAO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,25.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
2962,16/12/2024,18,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,27.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
2963,16/12/2024,49,ESTELIONATO,CONSUMADO,FRAUDE,47.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
2964,17/01/2023,145,IMPORTUNACAO SEXUAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,16.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,
2965,17/01/2023,158,DANO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,49.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
2966,17/01/2023,70,INVASAO DE DISPOSITIVO INFORMATICO,CONSUMADO,FRAUDE,42.0,PRETO,SUPERIOR COMPLETO,NAO FATAL,1,,,
2967,17/01/2023,97,AMEACA,CONSUMADO,FALA,41.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
2968,17/01/2023,18,ESTELIONATO,CONSUMADO,MEIO DESCONHECIDO,65.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
2969,17/01/2024,64,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,30.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,
2970,17/01/2024,92,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,27.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
2971,17/01/2024,137,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,46.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
2972,17/01/2024,17,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,20.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,
2973,17/01/2024,109,AMEACA,CONSUMADO,FALA,50.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,
2974,17/01/2024,156,AMEACA,CONSUMADO,FALA,31.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
2975,17/01/2024,81,ESTELIONATO,CONSUMADO,FRAUDE,38.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
2976,17/01/2024,99,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,37.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
2977,17/02/2023,128,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,38.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
2978,17/02/2023,126,AMEACA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,43.0,PRETO,POS GRADUACAO,POSSIVEL FATAL,1,,,
2979,17/02/2023,122,DANO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,58.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,
2980,17/02/2023,181,ESTELIONATO,CONSUMADO,FRAUDE,35.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
2981,17/02/2023,137,EXTORSAO,CONSUMADO,SIMULACRO DE ARMA DE FOGO,31.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
2982,17/02/2023,18,AMEACA,CONSUMADO,FALA,33.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
2983,17/02/2023,98,AMEACA,CONSUMADO,FALA,34.0,PRETO,SUPERIOR INCOMPLETO,NAO FATAL,1,,,
2984,17/02/2024,18,AMEACA,CONSUMADO,FALA,45.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
2985,17/02/2024,68,AMEACA,CONSUMADO,FALA,29.0,PRETO,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
2986,17/02/2024,123,AMEACA,CONSUMADO,FALA,31.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
2987,17/02/2024,18,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,19.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,
2988,17/02/2024,34,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,60.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
2989,17/02/2024,18,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,71.0,BRANCA,POS GRADUACAO,POSSIVEL FATAL,1,,,
2990,17/02/2024,138,AMEACA,CONSUMADO,FALA,21.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
2991,17/03/2023,91,LESAO CORPORAL,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,28.0,BRANCA,ESCOLARIDADE   IGNORADA,ALTO RISCO DE FATALIDADE,1,,,
2992,17/03/2023,66,AMEACA,CONSUMADO,FALA,38.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
2993,17/03/2023,44,AMEACA,CONSUMADO,FALA,53.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,
2994,17/03/2023,11,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,36.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
2995,17/03/2023,105,AMEACA,CONSUMADO,FALA,44.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
2996,17/03/2023,68,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,36.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,
2997,17/03/2024,68,LESAO CORPORAL,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,11.0,PARDA,ESCOLARIDADE   IGNORADA,ALTO RISCO DE FATALIDADE,1,,,
2998,17/03/2024,154,AMEACA,CONSUMADO,FALA,18.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
2999,17/03/2024,124,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,46.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,
3000,17/03/2024,18,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,48.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,
3001,17/03/2024,111,LESAO CORPORAL,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,18.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,ALTO RISCO DE FATALIDADE,1,,,
3002,17/03/2024,91,PERSEGUICAO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,39.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
3003,17/04/2023,11,FURTO,CONSUMADO,ABUSO DE CONFIANCA,41.0,BRANCA,POS GRADUACAO,NAO FATAL,1,,,
3004,17/04/2023,154,OUTRAS INFRACOES CONTRA O PATRIMONIO,CONSUMADO,MEIO DESCONHECIDO,33.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
3005,17/04/2024,168,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,31.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,
3006,17/04/2024,127,FURTO,CONSUMADO,ABUSO DE CONFIANCA,53.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
3007,17/04/2024,50,AMEACA,CONSUMADO,FALA,49.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
3008,17/04/2024,96,AMEACA,CONSUMADO,FALA,41.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
3009,17/04/2024,128,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,74.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
3010,17/04/2024,12,ESTELIONATO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,34.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,
3011,17/04/2024,128,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,57.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
3012,17/04/2024,17,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,35.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,
3013,17/04/2024,34,ROUBO,CONSUMADO,ARMAS DE FOGO,67.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
3014,17/04/2024,128,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,61.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
3015,17/04/2024,101,DIFAMACAO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,33.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,
3016,17/05/2023,111,OUTRAS INFRACOES CONTRA O PATRIMONIO,CONSUMADO,MEDIANTE FRAUDE,48.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
3017,17/05/2023,154,AMEACA,CONSUMADO,FALA,22.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,
3018,17/05/2023,168,PERSEGUICAO,CONSUMADO,MEIO DESCONHECIDO,46.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
3019,17/05/2023,172,AMEACA,CONSUMADO,FALA,26.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,
3020,17/05/2023,126,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,59.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
3021,17/05/2024,128,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,47.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,
3022,17/05/2024,145,CALUNIA,CONSUMADO,FALA,33.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,
3023,17/05/2024,111,FURTO,CONSUMADO,MEDIANTE FRAUDE,29.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
3024,17/05/2024,107,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,16.0,PRETO,ALFABETIZADO,POSSIVEL FATAL,1,,,
3025,17/05/2024,126,VIAS DE FATO   AGRESSAO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,16.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
3026,17/06/2023,18,AMEACA,CONSUMADO,FALA,30.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,
3027,17/06/2023,18,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,43.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
3028,17/06/2023,75,ABANDONO DE INCAPAZ,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,94.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,
3029,17/06/2023,103,AMEACA,CONSUMADO,FALA,19.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,
3030,17/06/2023,140,AMEACA,CONSUMADO,FALA,45.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
3031,17/06/2023,29,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,40.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,
3032,17/06/2023,29,INJURIA,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,14.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,
3033,17/06/2024,145,OUTRA INFRACAO REFERENTE A SUB  ENTORPECENTE,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,17.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,
3034,17/06/2024,9,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,35.0,BRANCA,POS GRADUACAO,NAO FATAL,1,,,
3035,17/06/2024,140,AMEACA,CONSUMADO,FALA,49.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,
3036,17/06/2024,125,INVASAO DE DISPOSITIVO INFORMATICO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,35.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
3037,17/06/2024,98,AMEACA,CONSUMADO,FALA,19.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
3038,17/06/2024,11,DIFAMACAO,CONSUMADO,FALA,24.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
3039,17/06/2024,18,FURTO,CONSUMADO,MEIO DESCONHECIDO,36.0,PARDA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,
3040,17/06/2024,127,AMEACA,CONSUMADO,FALA,38.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,
3041,17/06/2024,128,APROPRIACAO INDEBITA DE COISA ALHEIA MOVEL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,15.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,
3042,17/06/2024,140,FURTO,CONSUMADO,EMPREGO DE CHAVE FALSA   MICHA   GAZUA,32.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
3043,17/06/2024,18,ESTELIONATO,CONSUMADO,FRAUDE,25.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
3044,17/06/2024,155,AMEACA,CONSUMADO,FALA,45.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
3045,17/07/2023,105,ESTELIONATO,CONSUMADO,FRAUDE,52.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,
3046,17/07/2023,34,ESTELIONATO,CONSUMADO,FRAUDE,60.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
3047,17/07/2023,81,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,28.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
3048,17/07/2023,18,DIFAMACAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,55.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
3049,17/07/2023,142,DIFAMACAO,CONSUMADO,FALA,66.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
3050,17/07/2023,18,FURTO,CONSUMADO,MEIO DESCONHECIDO,59.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
3051,17/07/2023,142,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,24.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,
3052,17/07/2024,171,FURTO,CONSUMADO,ESCALADA,26.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
3053,17/07/2024,12,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,75.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,
3054,17/07/2024,159,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,29.0,PRETO,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
3055,17/08/2023,120,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,21.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
3056,17/08/2023,87,AMEACA,CONSUMADO,FALA,36.0,PRETO,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,
3057,17/08/2023,12,AMEACA,CONSUMADO,FALA,24.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,
3058,17/08/2023,68,LESAO CORPORAL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,2.0,BRANCA,ANALFABETO,POSSIVEL FATAL,1,,,
3059,17/08/2023,70,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,32.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
3060,17/08/2023,70,LESAO CORPORAL,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,13.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,ALTO RISCO DE FATALIDADE,1,,,
3061,17/08/2023,44,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,16.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
3062,17/08/2023,17,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,62.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
3063,17/08/2023,62,FURTO,CONSUMADO,MEIO DESCONHECIDO,29.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,
3064,17/08/2023,140,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,32.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
3065,17/08/2023,152,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,19.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
3066,17/08/2023,127,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,66.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,
3067,17/08/2024,109,LESAO CORPORAL,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,35.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,ALTO RISCO DE FATALIDADE,1,,,
3068,17/08/2024,55,AMEACA,CONSUMADO,FALA,50.0,PARDA,ANALFABETO,NAO FATAL,1,,,
3069,17/08/2024,128,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,28.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,
3070,17/08/2024,99,FURTO,CONSUMADO,MEIO DESCONHECIDO,45.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,
3071,17/08/2024,50,VIOLACAO DE DOMICILIO,CONSUMADO,VEICULO,71.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,
3072,17/08/2024,167,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,28.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
3073,17/08/2024,167,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,11.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
3074,17/08/2024,124,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,47.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
3075,17/09/2023,98,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,42.0,PRETO,ALFABETIZADO,POSSIVEL FATAL,1,,,
3076,17/09/2023,49,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,80.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
3077,17/09/2023,103,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,44.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
3078,17/09/2023,64,AMEACA,CONSUMADO,FALA,19.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,
3079,17/09/2023,14,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,41.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
3080,17/09/2024,1,AMEACA,CONSUMADO,FALA,67.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
3081,17/09/2024,18,ESTELIONATO,CONSUMADO,FRAUDE,48.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,
3082,17/09/2024,18,AMEACA,CONSUMADO,FALA,86.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,
3083,17/09/2024,114,ESTELIONATO,CONSUMADO,FRAUDE,48.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
3084,17/09/2024,87,AMEACA,CONSUMADO,FALA,43.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,
3085,17/09/2024,159,ESTELIONATO,CONSUMADO,FRAUDE,52.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
3086,17/09/2024,139,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,36.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
3087,17/09/2024,128,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,71.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
3088,17/09/2024,139,AMEACA,CONSUMADO,FALA,30.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
3089,17/09/2024,105,DANO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,29.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,
3090,17/10/2023,128,ESTELIONATO,CONSUMADO,FRAUDE,35.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
3091,17/10/2023,68,FURTO,CONSUMADO,ABUSO DE CONFIANCA,61.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
3092,17/10/2023,18,AMEACA,CONSUMADO,FALA,32.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
3093,17/10/2023,18,FURTO,CONSUMADO,ABUSO DE CONFIANCA,42.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
3094,17/10/2023,120,ESTELIONATO,CONSUMADO,ABUSO DE CONFIANCA,45.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
3095,17/10/2023,155,ESTELIONATO,CONSUMADO,ABUSO DE CONFIANCA,49.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
3096,17/10/2023,134,AMEACA,CONSUMADO,FALA,31.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,
3097,17/10/2023,57,INVASAO DE DISPOSITIVO INFORMATICO,CONSUMADO,FRAUDE,23.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
3098,17/10/2023,122,AMEACA,CONSUMADO,FALA,40.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
3099,17/10/2023,8,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,42.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,
3100,17/10/2023,1,AMEACA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,41.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
