ID,Data Fato,Bairro,Descricao Subclasse Natureza,Tentado Consumado,Descricao Meio Utilizado,Idade Aparente,Raca Cor,Escolaridade
2896,16/07/2024,CATALAO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,23.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
2897,16/07/2024,MANOEL VALINHAS,DANO,CONSUMADO,SEM EMPREGO DE INSTRUMENTOS,56.0,BRANCA,SUPERIOR COMPLETO
2898,16/07/2024,CENTRO,DIFAMACAO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,25.0,BRANCA,SUPERIOR COMPLETO
2899,16/07/2024,BOM PASTOR,INJURIA,CONSUMADO,FALA,42.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
2900,16/07/2024,FLORERMIDA,AMEACA,CONSUMADO,FALA,44.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
2901,16/08/2023,BELA VISTA,AMEACA,CONSUMADO,FALA,34.0,PRETO,SUPERIOR INCOMPLETO
2902,16/08/2023,CENTRO,AMEACA,CONSUMADO,FALA,27.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
2903,16/08/2023,DAVANUZE,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,34.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
2904,16/08/2024,SAO JUDAS TADEU,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,19.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
2905,16/08/2024,JUSA FONSECA,ESTELIONATO,CONSUMADO,FRAUDE,34.0,BRANCA,SUPERIOR COMPLETO
2906,16/08/2024,MAR E TERRA,ESTUPRO,CONSUMADO,VIOLENCIA OU GRAVE AMEACA,19.0,PARDA,ALFABETIZADO
2907,16/08/2024,PLANALTO,PERSEGUICAO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,39.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
2908,16/08/2024,PADRE LIBERIO,AMEACA,CONSUMADO,FALA,43.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
2909,16/08/2024,SAO JUDAS TADEU,AMEACA,CONSUMADO,FALA,19.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
2910,16/08/2024,JARDIM CANDELARIA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,59.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
2911,16/08/2024,LEVINDO DE PAULA PEREIRA,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,36.0,PARDA,SUPERIOR COMPLETO
2912,16/09/2023,BELVEDERE,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,31.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
2913,16/09/2023,CENTRO,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,43.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
2914,16/09/2023,CENTRO,INJURIA,CONSUMADO,FALA,42.0,PARDA,SUPERIOR COMPLETO
2915,16/09/2023,JARDIM DAS ACACIAS,VIOLACAO DE DOMICILIO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,40.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
2916,16/09/2023,ICARAI,AMEACA,CONSUMADO,FALA,75.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
2917,16/09/2023,SANTA LUCIA,AMEACA,CONSUMADO,FALA,29.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
2918,16/09/2023,SAO SEBASTIAO,AMEACA,CONSUMADO,FALA,48.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
2919,16/09/2023,JARDIM CANDELARIA,AMEACA,CONSUMADO,FALA,41.0,PARDA,ESCOLARIDADE   IGNORADA
2920,16/09/2023,SAO JOAO DE DEUS,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,38.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
2921,16/09/2023,VISTA ALEGRE,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,73.0,BRANCA,ALFABETIZADO
2922,16/09/2023,SANTA LUZIA,AMEACA,CONSUMADO,FALA,51.0,BRANCA,ESCOLARIDADE   IGNORADA
2923,16/09/2024,BELA VISTA,AMEACA,CONSUMADO,ESCRITA FISICA,23.0,PARDA,SUPERIOR INCOMPLETO
2924,16/09/2024,BELVEDERE,INVASAO DE DISPOSITIVO INFORMATICO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,37.0,BRANCA,SUPERIOR COMPLETO
2925,16/09/2024,BELVEDERE,DIFAMACAO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,46.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
2926,16/10/2023,SAO SEBASTIAO,AMEACA,CONSUMADO,FALA,50.0,BRANCA,ALFABETIZADO
2927,16/10/2023,NACOES,AMEACA,CONSUMADO,FALA,20.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
2928,16/10/2023,INTERLAGOS,DIFAMACAO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,38.0,BRANCA,ALFABETIZADO
2929,16/10/2023,SAO LUCAS,DANO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,62.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
2930,16/10/2023,DEL REY,VIAS DE FATO   AGRESSAO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,17.0,PARDA,ALFABETIZADO
2931,16/10/2023,MARIA PECANHA,AMEACA,CONSUMADO,FALA,69.0,PARDA,ALFABETIZADO
2932,16/10/2024,CIDADE JARDIM,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,52.0,BRANCA,ALFABETIZADO
2933,16/10/2024,DEL REY,AMEACA,CONSUMADO,FALA,67.0,PRETO,ESCOLARIDADE   IGNORADA
2934,16/10/2024,SANTA CLARA,INJURIA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,34.0,BRANCA,SUPERIOR COMPLETO
2935,16/10/2024,PORTO VELHO,APROPRIA DESV BEM PROVENTO PENSAO REND IDOSO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,68.0,BRANCA,ALFABETIZADO
2936,16/10/2024,PONTE FUNDA,AMEACA,CONSUMADO,FALA,28.0,BRANCA,SUPERIOR COMPLETO
2937,16/10/2024,SAGRADA FAMILIA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,38.0,BRANCA,ALFABETIZADO
2938,16/10/2024,JARDIM CANDELARIA,AMEACA,CONSUMADO,FALA,72.0,PARDA,ALFABETIZADO
2939,16/10/2024,NITEROI,AMEACA,CONSUMADO,FALA,69.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
2940,16/10/2024,SANTOS DUMONT,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,52.0,BRANCA,ALFABETIZADO
2941,16/10/2024,JARDIM NOVA AMERICA,VIAS DE FATO   AGRESSAO,CONSUMADO,AMEACA,51.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
2942,16/10/2024,SAO JOSE,ESTELIONATO,CONSUMADO,FRAUDE,47.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
2943,16/10/2024,INTERLAGOS,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,35.0,PARDA,ALFABETIZADO
2944,16/10/2024,SAO JOSE,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,26.0,PRETO,ALFABETIZADO
2945,16/11/2023,CENTRO,FURTO,CONSUMADO,MEIO DESCONHECIDO,58.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
2946,16/11/2023,SANTA LUCIA,AMEACA,CONSUMADO,FALA,30.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
2947,16/11/2023,ICARAI,AMEACA,CONSUMADO,FALA,52.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
2948,16/11/2024,ICARAI,AMEACA,CONSUMADO,FALA,28.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
2949,16/11/2024,CENTRO,AMEACA,CONSUMADO,FALA,51.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
2950,16/11/2024,SANTA ROSA,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,44.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
2951,16/11/2024,AFONSO PENA,AMEACA,CONSUMADO,FALA,72.0,PARDA,ALFABETIZADO
2952,16/12/2023,DOM CRISTIANO,AMEACA,CONSUMADO,FALA,37.0,BRANCA,ALFABETIZADO
2953,16/12/2023,BELVEDERE,FURTO,CONSUMADO,MEIO DESCONHECIDO,18.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
2954,16/12/2023,JARDIM CANDELARIA,AMEACA,CONSUMADO,FALA,45.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
2955,16/12/2023,CATALAO,AMEACA,CONSUMADO,FALA,39.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
2956,16/12/2023,PADRE EUSTAQUIO,FURTO,CONSUMADO,MEIO DESCONHECIDO,64.0,BRANCA,ALFABETIZADO
2957,16/12/2023,CIDADE JARDIM,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,59.0,BRANCA,ALFABETIZADO
2958,16/12/2023,LEVINDO DE PAULA PEREIRA,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,26.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
2959,16/12/2024,MORADA NOVA,AMEACA,CONSUMADO,FALA,51.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
2960,16/12/2024,VILA BELO HORIZONTE,ESTUPRO DE VULNERAVEL,CONSUMADO,SEM USO DE VIOLENCIA OU GRAVE AMEACA,12.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
2961,16/12/2024,PORTO VELHO,PERSEGUICAO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,25.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
2962,16/12/2024,CENTRO,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,27.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
2963,16/12/2024,ESPIRITO SANTO,ESTELIONATO,CONSUMADO,FRAUDE,47.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
2964,17/01/2023,SANTO ANTONIO,IMPORTUNACAO SEXUAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,16.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
2965,17/01/2023,SAO LUIZ,DANO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,49.0,PARDA,SUPERIOR COMPLETO
2966,17/01/2023,IPIRANGA,INVASAO DE DISPOSITIVO INFORMATICO,CONSUMADO,FRAUDE,42.0,PRETO,SUPERIOR COMPLETO
2967,17/01/2023,LIBERDADE,AMEACA,CONSUMADO,FALA,41.0,BRANCA,SUPERIOR COMPLETO
2968,17/01/2023,CENTRO,ESTELIONATO,CONSUMADO,MEIO DESCONHECIDO,65.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
2969,17/01/2024,HALIM SOUKI,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,30.0,PARDA,SUPERIOR COMPLETO
2970,17/01/2024,JUSCELINO KUBISTCHEK,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,27.0,BRANCA,SUPERIOR COMPLETO
2971,17/01/2024,SANTA CLARA,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,46.0,BRANCA,SUPERIOR COMPLETO
2972,17/01/2024,CATALAO,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,20.0,PARDA,ESCOLARIDADE   IGNORADA
2973,17/01/2024,NITEROI,AMEACA,CONSUMADO,FALA,50.0,PARDA,SUPERIOR INCOMPLETO
2974,17/01/2024,SAO JUDAS TADEU,AMEACA,CONSUMADO,FALA,31.0,BRANCA,SUPERIOR COMPLETO
2975,17/01/2024,JARDIM DOS CANDIDES,ESTELIONATO,CONSUMADO,FRAUDE,38.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
2976,17/01/2024,MANOEL VALINHAS,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,37.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
2977,17/02/2023,PORTO VELHO,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,38.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
2978,17/02/2023,PLANALTO,AMEACA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,43.0,PRETO,POS GRADUACAO
2979,17/02/2023,PADRE EUSTAQUIO,DANO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,58.0,BRANCA,ALFABETIZADO
2980,17/02/2023,VILA ROMANA,ESTELIONATO,CONSUMADO,FRAUDE,35.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
2981,17/02/2023,SANTA CLARA,EXTORSAO,CONSUMADO,SIMULACRO DE ARMA DE FOGO,31.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
2982,17/02/2023,CENTRO,AMEACA,CONSUMADO,FALA,33.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
2983,17/02/2023,MANGABEIRAS,AMEACA,CONSUMADO,FALA,34.0,PRETO,SUPERIOR INCOMPLETO
2984,17/02/2024,CENTRO,AMEACA,CONSUMADO,FALA,45.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
2985,17/02/2024,INTERLAGOS,AMEACA,CONSUMADO,FALA,29.0,PRETO,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
2986,17/02/2024,PADRE HERCULANO,AMEACA,CONSUMADO,FALA,31.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
2987,17/02/2024,CENTRO,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,19.0,BRANCA,ESCOLARIDADE   IGNORADA
2988,17/02/2024,DANILO PASSOS,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,60.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
2989,17/02/2024,CENTRO,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,71.0,BRANCA,POS GRADUACAO
2990,17/02/2024,SANTA CRUZ,AMEACA,CONSUMADO,FALA,21.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
2991,17/03/2023,JUSA FONSECA,LESAO CORPORAL,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,28.0,BRANCA,ESCOLARIDADE   IGNORADA
2992,17/03/2023,ICARAI,AMEACA,CONSUMADO,FALA,38.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
2993,17/03/2023,DOUTOR DULPHE PINTO DE AGUIAR,AMEACA,CONSUMADO,FALA,53.0,BRANCA,ESCOLARIDADE   IGNORADA
2994,17/03/2023,BELVEDERE,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,36.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
2995,17/03/2023,MORADA NOVA,AMEACA,CONSUMADO,FALA,44.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
2996,17/03/2023,INTERLAGOS,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,36.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
2997,17/03/2024,INTERLAGOS,LESAO CORPORAL,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,11.0,PARDA,ESCOLARIDADE   IGNORADA
2998,17/03/2024,SAO JOAO DE DEUS,AMEACA,CONSUMADO,FALA,18.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
2999,17/03/2024,PADRE LIBERIO,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,46.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
3000,17/03/2024,CENTRO,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,48.0,BRANCA,ESCOLARIDADE   IGNORADA
3001,17/03/2024,NOSSA SENHORA DAS GRACAS,LESAO CORPORAL,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,18.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
3002,17/03/2024,JUSA FONSECA,PERSEGUICAO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,39.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3003,17/04/2023,BELVEDERE,FURTO,CONSUMADO,ABUSO DE CONFIANCA,41.0,BRANCA,POS GRADUACAO
3004,17/04/2023,SAO JOAO DE DEUS,OUTRAS INFRACOES CONTRA O PATRIMONIO,CONSUMADO,MEIO DESCONHECIDO,33.0,BRANCA,SUPERIOR COMPLETO
3005,17/04/2024,TIETE,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,31.0,PARDA,ALFABETIZADO
3006,17/04/2024,PONTE FUNDA,FURTO,CONSUMADO,ABUSO DE CONFIANCA,53.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3007,17/04/2024,ESPLANADA,AMEACA,CONSUMADO,FALA,49.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3008,17/04/2024,LEVINDO DE PAULA PEREIRA,AMEACA,CONSUMADO,FALA,41.0,BRANCA,SUPERIOR COMPLETO
3009,17/04/2024,PORTO VELHO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,74.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
3010,17/04/2024,BOM PASTOR,ESTELIONATO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,34.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
3011,17/04/2024,PORTO VELHO,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,57.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3012,17/04/2024,CATALAO,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,35.0,BRANCA,SUPERIOR INCOMPLETO
3013,17/04/2024,DANILO PASSOS,ROUBO,CONSUMADO,ARMAS DE FOGO,67.0,BRANCA,SUPERIOR COMPLETO
3014,17/04/2024,PORTO VELHO,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,61.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3015,17/04/2024,MARAJO,DIFAMACAO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,33.0,BRANCA,SUPERIOR INCOMPLETO
3016,17/05/2023,NOSSA SENHORA DAS GRACAS,OUTRAS INFRACOES CONTRA O PATRIMONIO,CONSUMADO,MEDIANTE FRAUDE,48.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3017,17/05/2023,SAO JOAO DE DEUS,AMEACA,CONSUMADO,FALA,22.0,BRANCA,ALFABETIZADO
3018,17/05/2023,TIETE,PERSEGUICAO,CONSUMADO,MEIO DESCONHECIDO,46.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
3019,17/05/2023,VILA BELO HORIZONTE,AMEACA,CONSUMADO,FALA,26.0,BRANCA,ESCOLARIDADE   IGNORADA
3020,17/05/2023,PLANALTO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,59.0,BRANCA,SUPERIOR COMPLETO
3021,17/05/2024,PORTO VELHO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,47.0,PARDA,ALFABETIZADO
3022,17/05/2024,SANTO ANTONIO,CALUNIA,CONSUMADO,FALA,33.0,BRANCA,SUPERIOR INCOMPLETO
3023,17/05/2024,NOSSA SENHORA DAS GRACAS,FURTO,CONSUMADO,MEDIANTE FRAUDE,29.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3024,17/05/2024,NACOES,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,16.0,PRETO,ALFABETIZADO
3025,17/05/2024,PLANALTO,VIAS DE FATO   AGRESSAO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,16.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3026,17/06/2023,CENTRO,AMEACA,CONSUMADO,FALA,30.0,BRANCA,ALFABETIZADO
3027,17/06/2023,CENTRO,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,43.0,BRANCA,SUPERIOR COMPLETO
3028,17/06/2023,JARDIM CANDELARIA,ABANDONO DE INCAPAZ,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,94.0,BRANCA,ESCOLARIDADE   IGNORADA
3029,17/06/2023,MARIA PECANHA,AMEACA,CONSUMADO,FALA,19.0,PARDA,ALFABETIZADO
3030,17/06/2023,SANTA LUZIA,AMEACA,CONSUMADO,FALA,45.0,BRANCA,SUPERIOR COMPLETO
3031,17/06/2023,CIDADE JARDIM,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,40.0,PARDA,ALFABETIZADO
3032,17/06/2023,CIDADE JARDIM,INJURIA,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,14.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU 
3033,17/06/2024,SANTO ANTONIO,OUTRA INFRACAO REFERENTE A SUB  ENTORPECENTE,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,17.0,PARDA,ALFABETIZADO
3034,17/06/2024,BELA VISTA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,35.0,BRANCA,POS GRADUACAO
3035,17/06/2024,SANTA LUZIA,AMEACA,CONSUMADO,FALA,49.0,PARDA,ALFABETIZADO
3036,17/06/2024,PARAISO,INVASAO DE DISPOSITIVO INFORMATICO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,35.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
3037,17/06/2024,MANGABEIRAS,AMEACA,CONSUMADO,FALA,19.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3038,17/06/2024,BELVEDERE,DIFAMACAO,CONSUMADO,FALA,24.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3039,17/06/2024,CENTRO,FURTO,CONSUMADO,MEIO DESCONHECIDO,36.0,PARDA,SUPERIOR INCOMPLETO
3040,17/06/2024,PONTE FUNDA,AMEACA,CONSUMADO,FALA,38.0,PARDA,SUPERIOR COMPLETO
3041,17/06/2024,PORTO VELHO,APROPRIACAO INDEBITA DE COISA ALHEIA MOVEL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,15.0,BRANCA,ALFABETIZADO
3042,17/06/2024,SANTA LUZIA,FURTO,CONSUMADO,EMPREGO DE CHAVE FALSA   MICHA   GAZUA,32.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3043,17/06/2024,CENTRO,ESTELIONATO,CONSUMADO,FRAUDE,25.0,BRANCA,SUPERIOR COMPLETO
3044,17/06/2024,SAO JOSE,AMEACA,CONSUMADO,FALA,45.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
3045,17/07/2023,MORADA NOVA,ESTELIONATO,CONSUMADO,FRAUDE,52.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
3046,17/07/2023,DANILO PASSOS,ESTELIONATO,CONSUMADO,FRAUDE,60.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3047,17/07/2023,JARDIM DOS CANDIDES,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,28.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3048,17/07/2023,CENTRO,DIFAMACAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,55.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
3049,17/07/2023,SANTA ROSA,DIFAMACAO,CONSUMADO,FALA,66.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3050,17/07/2023,CENTRO,FURTO,CONSUMADO,MEIO DESCONHECIDO,59.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
3051,17/07/2023,SANTA ROSA,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,24.0,PARDA,ALFABETIZADO
3052,17/07/2024,VALE DO SOL,FURTO,CONSUMADO,ESCALADA,26.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3053,17/07/2024,BOM PASTOR,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,75.0,BRANCA,ESCOLARIDADE   IGNORADA
3054,17/07/2024,SAO MIGUEL,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,29.0,PRETO,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
3055,17/08/2023,ORION,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,21.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3056,17/08/2023,JARDINOPOLIS,AMEACA,CONSUMADO,FALA,36.0,PRETO,ESCOLARIDADE   IGNORADA
3057,17/08/2023,BOM PASTOR,AMEACA,CONSUMADO,FALA,24.0,PARDA,SUPERIOR COMPLETO
3058,17/08/2023,INTERLAGOS,LESAO CORPORAL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,2.0,BRANCA,ANALFABETO
